order_id,order_date,region,city,product_id,units_sold,revenue,profit,customer_type,channel
32573,2024-07-11,North,Lindamouth,6,6,17.4,10.32,Returning,Online
32574,2024-12-16,East,Jesseview,5,7,24.5,11.48,New,Retail
32575,2025-05-16,West,Port Tyler,18,7,33.67,19.32,Returning,Retail
32576,2025-03-08,South,Wendyville,18,4,19.24,11.04,New,Online
32577,2024-10-14,East,West Ryan,21,6,40.26,23.1,New,Online
32578,2025-09-06,South,Vickiefort,19,10,58.3,28.5,Returning,Online
32579,2025-04-13,East,Lake Garrett,16,7,15.61,8.75,New,Retail
32580,2025-01-18,South,Pamelatown,25,4,37.64,20.24,Returning,Retail
32581,2024-12-05,North,Kylehaven,2,10,56.3,33.5,New,Online
32582,2024-11-22,North,Wrightberg,3,9,33.21,19.62,Returning,Online
32583,2024-03-12,West,Starkberg,14,5,38.5,17.1,New,Retail
32584,2025-02-08,North,Michaelborough,15,4,14.16,6.6,New,Retail
32585,2024-02-29,South,South Christopherborough,3,9,33.21,19.62,Returning,Retail
32586,2024-12-03,East,Hurstland,14,3,23.1,10.26,Returning,Online
32587,2025-06-09,West,Alexistown,12,12,70.08,30.24,New,Online
32588,2024-07-24,North,East Jeremiahside,3,6,22.14,13.08,Returning,Retail
32589,2024-06-14,North,Goodwinfurt,11,6,17.76,6.84,New,Online
32590,2025-08-15,North,South Rossmouth,10,1,9.76,5.24,New,Retail
32591,2025-05-27,South,Susanbury,11,6,17.76,6.84,New,Retail
32592,2024-12-19,West,Smithshire,25,6,56.46,30.36,New,Retail
32593,2025-12-09,West,Douglasville,8,7,17.08,8.05,New,Retail
32594,2025-07-10,North,East Thomas,7,3,27.3,12.75,Returning,Online
32595,2024-02-26,East,Kevinville,20,1,4.11,2.15,New,Retail
32596,2024-03-17,South,Kevinview,23,3,9.51,5.07,New,Online
32597,2025-07-15,South,North Mistyton,8,6,14.64,6.9,New,Retail
32598,2025-02-26,South,Shafferburgh,15,7,24.78,11.55,Returning,Retail
32599,2024-06-03,South,Millerport,8,4,9.76,4.6,New,Online
32600,2025-07-25,East,New Jonathan,17,2,9.24,5.48,New,Online
32601,2025-12-11,West,Comptonborough,2,4,22.52,13.4,New,Online
32602,2024-05-15,South,Tylerview,22,7,36.75,18.69,New,Retail
32603,2025-10-29,North,Jacksonshire,9,5,14.05,4.95,New,Online
32604,2025-08-16,South,Jonathanview,9,6,16.86,5.94,New,Retail
32605,2025-05-19,South,Marytown,19,4,23.32,11.4,Returning,Retail
32606,2024-10-11,West,Serranomouth,5,2,7.0,3.28,New,Online
32607,2025-01-27,East,West Phillip,15,4,14.16,6.6,New,Retail
32608,2025-01-27,East,North Jamesland,5,4,14.0,6.56,New,Retail
32609,2025-03-07,North,Pacebury,11,4,11.84,4.56,Returning,Retail
32610,2025-06-20,South,Stephenberg,6,3,8.7,5.16,Returning,Online
32611,2024-06-04,South,Hawkinsberg,18,3,14.43,8.28,New,Online
32612,2024-08-26,North,Port Adam,9,8,22.48,7.92,New,Retail
32613,2025-01-10,East,Perezmouth,23,4,12.68,6.76,Returning,Online
32614,2024-08-08,North,South Benjamin,19,5,29.15,14.25,Returning,Retail
32615,2025-11-24,North,Westhaven,23,4,12.68,6.76,New,Retail
32616,2024-09-02,South,Ronaldhaven,16,6,13.38,7.5,Returning,Online
32617,2024-01-31,West,South Chad,24,3,14.58,7.35,Returning,Retail
32618,2025-11-10,North,Bowmanmouth,8,3,7.32,3.45,Returning,Online
32619,2025-11-19,East,North Colleen,12,6,35.04,15.12,Returning,Retail
32620,2024-08-09,North,Andrewbury,4,4,32.64,14.52,New,Retail
32621,2024-11-04,West,Lake Jorge,17,7,32.34,19.18,New,Retail
32622,2024-01-27,South,New Brendaton,21,4,26.84,15.4,Returning,Online
32623,2024-11-23,East,Kathleenview,6,6,17.4,10.32,New,Online
32624,2024-12-16,East,Robertsburgh,15,3,10.62,4.95,New,Online
32625,2024-01-07,West,Jasonport,17,4,18.48,10.96,New,Retail
32626,2025-10-25,West,New Jamesville,15,4,14.16,6.6,Returning,Online
32627,2025-02-22,South,West Rhondaport,17,4,18.48,10.96,Returning,Retail
32628,2024-04-26,North,North Richardside,6,6,17.4,10.32,Returning,Online
32629,2024-07-06,West,Gallowayton,21,2,13.42,7.7,Returning,Online
32630,2025-10-14,South,South Mark,1,12,51.12,30.24,New,Retail
32631,2025-06-08,North,Bishopborough,11,13,38.48,14.82,New,Online
32632,2025-03-14,West,West Elizabethland,2,5,28.15,16.75,Returning,Online
32633,2025-05-23,South,Coffeystad,13,2,10.08,3.66,Returning,Online
32634,2024-04-24,North,Port Davidbury,8,5,12.2,5.75,New,Retail
32635,2024-06-09,South,East Brandonmouth,5,4,14.0,6.56,Returning,Online
32636,2024-12-18,East,Danielland,5,4,14.0,6.56,Returning,Retail
32637,2024-08-26,East,New George,22,4,21.0,10.68,New,Online
32638,2024-07-09,West,East James,2,7,39.41,23.45,New,Online
32639,2025-10-11,North,Meghanfurt,8,5,12.2,5.75,Returning,Retail
32640,2024-06-20,South,West Kathy,6,4,11.6,6.88,New,Retail
32641,2024-06-05,South,New Diana,23,7,22.19,11.83,New,Retail
32642,2024-10-27,North,Port Sherryfurt,1,6,25.56,15.12,New,Retail
32643,2024-06-03,West,Lake Christine,22,4,21.0,10.68,Returning,Retail
32644,2024-07-01,East,Petersonport,7,3,27.3,12.75,New,Online
32645,2025-01-08,East,Port Joshuamouth,8,3,7.32,3.45,Returning,Retail
32646,2024-07-15,East,Dianemouth,23,6,19.02,10.14,New,Retail
32647,2025-11-06,West,Lake Oscarside,8,6,14.64,6.9,New,Retail
32648,2025-06-10,South,Riveraburgh,24,2,9.72,4.9,New,Online
32649,2025-12-06,North,Chelseaberg,6,6,17.4,10.32,New,Online
32650,2024-08-12,South,North Lauren,3,5,18.45,10.9,Returning,Online
32651,2025-04-05,West,New Robert,17,5,23.1,13.7,Returning,Retail
32652,2024-05-05,East,Kellyfort,5,12,42.0,19.68,Returning,Retail
32653,2025-03-23,East,Port Thomasstad,2,4,22.52,13.4,New,Online
32654,2024-06-03,South,Andrewview,9,8,22.48,7.92,New,Online
32655,2025-04-12,South,Port Howard,14,6,46.2,20.52,Returning,Online
32656,2024-01-07,West,Phillipview,10,3,29.28,15.72,New,Online
32657,2024-04-29,South,Shanetown,1,6,25.56,15.12,Returning,Online
32658,2024-04-08,South,South Michael,13,7,35.28,12.81,New,Online
32659,2024-02-14,North,New Shaunmouth,21,5,33.55,19.25,New,Online
32660,2025-08-01,East,West Raymond,4,3,24.48,10.89,Returning,Online
32661,2024-01-05,North,Xavierton,14,10,77.0,34.2,Returning,Online
32662,2024-09-17,East,Suarezville,24,7,34.02,17.15,Returning,Online
32663,2025-05-13,North,Costaborough,1,6,25.56,15.12,New,Online
32664,2025-02-19,North,Port Gabrielleborough,17,5,23.1,13.7,Returning,Online
32665,2025-04-13,South,South Janetville,14,8,61.6,27.36,New,Retail
32666,2025-10-09,East,South Johnny,20,7,28.77,15.05,New,Online
32667,2024-05-29,North,East Cynthia,25,9,84.69,45.54,Returning,Retail
32668,2025-05-05,East,North Kimberly,17,10,46.2,27.4,New,Retail
32669,2024-03-05,South,East Cynthia,7,6,54.6,25.5,New,Retail
32670,2024-05-04,North,Lake Christopher,11,4,11.84,4.56,Returning,Online
32671,2025-05-21,South,North Logan,25,3,28.23,15.18,Returning,Online
32672,2025-10-15,West,Lake Amyfurt,4,4,32.64,14.52,Returning,Retail
32673,2025-09-24,West,Banksberg,21,7,46.97,26.95,Returning,Retail
32674,2024-01-21,North,Joyceberg,12,7,40.88,17.64,New,Retail
32675,2024-06-17,South,Johnsonport,3,4,14.76,8.72,Returning,Online
32676,2025-06-16,North,Alexandraland,9,6,16.86,5.94,Returning,Online
32677,2024-10-07,West,Maryshire,7,2,18.2,8.5,Returning,Retail
32678,2025-01-19,East,Erichaven,17,4,18.48,10.96,New,Retail
32679,2024-08-16,South,Nicolemouth,24,3,14.58,7.35,Returning,Retail
32680,2024-10-18,South,Davidview,3,5,18.45,10.9,Returning,Online
32681,2024-01-07,East,South Deanmouth,1,9,38.34,22.68,Returning,Online
32682,2024-03-16,West,South Karenfurt,25,6,56.46,30.36,Returning,Retail
32683,2024-03-06,North,North Kathleenmouth,25,10,94.1,50.6,New,Online
32684,2025-12-08,North,Parkerport,5,13,45.5,21.32,Returning,Retail
32685,2025-08-08,East,Victorfurt,22,3,15.75,8.01,Returning,Retail
32686,2025-03-20,East,Fostermouth,15,4,14.16,6.6,Returning,Retail
32687,2025-07-06,East,Christopherland,7,4,36.4,17.0,New,Retail
32688,2025-05-13,North,South Ambermouth,10,4,39.04,20.96,New,Online
32689,2024-06-06,North,Frazierhaven,8,7,17.08,8.05,Returning,Retail
32690,2025-06-16,South,East Jessica,25,7,65.87,35.42,Returning,Retail
32691,2025-11-12,South,Michaelville,6,1,2.9,1.72,New,Retail
32692,2025-06-06,South,Port Marvin,16,4,8.92,5.0,Returning,Retail
32693,2024-08-20,East,Lake Natalie,20,6,24.66,12.9,Returning,Retail
32694,2025-02-06,West,East Kimberlyborough,10,4,39.04,20.96,Returning,Online
32695,2024-07-05,East,Garciaton,4,4,32.64,14.52,Returning,Retail
32696,2024-06-13,South,Brendaland,5,1,3.5,1.64,New,Retail
32697,2025-10-13,South,Melissatown,8,4,9.76,4.6,New,Retail
32698,2025-07-02,North,Kellyborough,25,5,47.05,25.3,New,Retail
32699,2025-08-26,East,Port Tiffany,12,7,40.88,17.64,New,Retail
32700,2024-05-19,West,Lake Davidmouth,9,3,8.43,2.97,Returning,Online
32701,2024-11-12,East,Port Marcusfort,22,4,21.0,10.68,New,Retail
32702,2025-05-22,East,New Jeffrey,14,2,15.4,6.84,New,Online
32703,2024-03-20,South,Sydneyfort,8,3,7.32,3.45,Returning,Online
32704,2025-03-09,South,Holtland,17,1,4.62,2.74,New,Retail
32705,2024-07-17,North,Matthewhaven,19,3,17.49,8.55,Returning,Retail
32706,2024-06-25,South,East Monica,16,7,15.61,8.75,New,Online
32707,2024-04-09,West,Lake Ashleyport,1,6,25.56,15.12,New,Online
32708,2025-12-29,South,Jamieberg,17,9,41.58,24.66,New,Online
32709,2024-09-14,West,Mcgeeside,24,9,43.74,22.05,New,Retail
32710,2024-03-03,East,New Kimberly,10,4,39.04,20.96,New,Online
32711,2024-11-28,West,New Melaniefurt,6,6,17.4,10.32,Returning,Online
32712,2024-04-08,East,Farmerchester,11,3,8.88,3.42,Returning,Online
32713,2024-12-30,East,Michaelville,2,3,16.89,10.05,New,Retail
32714,2024-02-07,North,Kingville,6,2,5.8,3.44,Returning,Retail
32715,2025-10-14,North,Margaretville,16,8,17.84,10.0,Returning,Online
32716,2025-04-29,South,West Albert,19,3,17.49,8.55,New,Online
32717,2025-02-02,East,Martinton,17,6,27.72,16.44,New,Retail
32718,2024-11-06,South,Garciashire,13,10,50.4,18.3,New,Online
32719,2024-06-03,South,Evansside,14,10,77.0,34.2,New,Retail
32720,2025-07-25,North,Bakerborough,24,7,34.02,17.15,New,Retail
32721,2025-11-24,South,Chenbury,16,9,20.07,11.25,Returning,Retail
32722,2025-07-25,South,Lake Michael,25,4,37.64,20.24,Returning,Online
32723,2024-11-07,South,South Charlotte,18,12,57.72,33.12,Returning,Retail
32724,2025-08-19,East,New Rebeccabury,13,5,25.2,9.15,New,Online
32725,2025-12-13,South,Port Michelle,13,7,35.28,12.81,Returning,Retail
32726,2024-12-17,North,Christinamouth,9,3,8.43,2.97,New,Retail
32727,2025-03-16,South,Christopherfort,3,6,22.14,13.08,Returning,Online
32728,2024-07-09,North,Angelaport,21,6,40.26,23.1,New,Online
32729,2025-11-08,North,East Julie,22,6,31.5,16.02,New,Online
32730,2024-06-16,South,Davidchester,4,4,32.64,14.52,New,Online
32731,2024-10-02,East,North Donaldborough,1,3,12.78,7.56,New,Retail
32732,2024-06-29,West,Glassmouth,10,13,126.88,68.12,New,Retail
32733,2024-11-09,East,East Aaron,5,13,45.5,21.32,Returning,Retail
32734,2025-11-25,South,Elizabethtown,5,9,31.5,14.76,New,Retail
32735,2025-04-16,East,Thomasland,23,9,28.53,15.21,New,Online
32736,2025-05-14,North,Port Paul,6,8,23.2,13.76,Returning,Online
32737,2025-03-19,South,South Victoria,16,3,6.69,3.75,Returning,Retail
32738,2024-03-17,North,Lake Heather,25,4,37.64,20.24,New,Online
32739,2025-09-21,South,Wilkersonhaven,4,3,24.48,10.89,Returning,Retail
32740,2024-09-24,South,East Amberland,1,3,12.78,7.56,New,Retail
32741,2024-02-07,South,Danielsland,10,9,87.84,47.16,Returning,Retail
32742,2025-01-09,North,Jonathanland,3,5,18.45,10.9,Returning,Online
32743,2024-11-15,North,West Andrewburgh,6,7,20.3,12.04,Returning,Online
32744,2025-02-17,South,Rogerschester,8,3,7.32,3.45,New,Online
32745,2025-08-30,East,Crossmouth,1,6,25.56,15.12,New,Online
32746,2024-10-27,South,South Tonyamouth,18,4,19.24,11.04,New,Online
32747,2025-09-07,West,Port Jamiefurt,2,6,33.78,20.1,New,Online
32748,2024-09-30,South,Matthewhaven,5,8,28.0,13.12,New,Retail
32749,2024-12-11,South,Markborough,22,4,21.0,10.68,New,Online
32750,2025-07-03,North,New Christopher,22,3,15.75,8.01,Returning,Retail
32751,2025-05-01,East,Lake Dominiquetown,21,6,40.26,23.1,New,Retail
32752,2024-01-06,West,Lake Kathy,23,2,6.34,3.38,New,Retail
32753,2025-08-18,West,Carlamouth,4,5,40.8,18.15,New,Retail
32754,2025-01-23,East,East Thomas,6,6,17.4,10.32,New,Online
32755,2024-10-08,East,Fordport,17,5,23.1,13.7,Returning,Online
32756,2025-06-18,South,New Chad,17,3,13.86,8.22,Returning,Online
32757,2025-11-01,South,Jamesfort,10,10,97.6,52.4,Returning,Retail
32758,2025-03-27,South,Whitneyburgh,19,6,34.98,17.1,Returning,Online
32759,2024-07-21,West,West Brendanside,5,7,24.5,11.48,Returning,Retail
32760,2024-12-17,East,Lake Derrick,2,7,39.41,23.45,Returning,Retail
32761,2025-01-29,East,Torresberg,23,7,22.19,11.83,Returning,Online
32762,2024-07-04,West,New Paulfort,5,7,24.5,11.48,Returning,Online
32763,2025-11-11,North,Davisview,8,4,9.76,4.6,Returning,Retail
32764,2024-08-18,North,Bergberg,5,8,28.0,13.12,New,Retail
32765,2025-06-16,South,East Monicaburgh,22,8,42.0,21.36,New,Retail
32766,2025-02-14,South,Josephburgh,5,5,17.5,8.2,Returning,Online
32767,2025-04-23,North,South Jillmouth,9,4,11.24,3.96,New,Retail
32768,2024-05-30,North,West Ronald,3,4,14.76,8.72,Returning,Online
32769,2024-08-08,West,Lake Raymond,11,2,5.92,2.28,Returning,Online
32770,2024-07-20,North,Gilbertbury,21,7,46.97,26.95,New,Online
32771,2024-06-28,South,North Ryan,23,8,25.36,13.52,Returning,Retail
32772,2024-01-30,East,Roseborough,17,8,36.96,21.92,New,Online
32773,2025-01-20,South,Walkerburgh,10,7,68.32,36.68,Returning,Online
32774,2024-09-01,North,Port Thomas,15,7,24.78,11.55,New,Online
32775,2025-11-26,North,Leroyfurt,22,4,21.0,10.68,New,Online
32776,2024-01-25,West,South Madelineburgh,12,2,11.68,5.04,Returning,Online
32777,2024-04-11,West,Port Gina,18,6,28.86,16.56,New,Online
32778,2025-01-31,East,West James,14,6,46.2,20.52,New,Retail
32779,2025-02-14,East,Saunderschester,2,2,11.26,6.7,New,Online
32780,2025-04-14,North,Alexfort,14,3,23.1,10.26,New,Online
32781,2024-09-17,South,South Michaelville,21,3,20.13,11.55,New,Retail
32782,2025-12-15,East,Leeton,3,9,33.21,19.62,Returning,Retail
32783,2024-04-07,East,Berryberg,11,9,26.64,10.26,Returning,Retail
32784,2025-08-05,South,South Justin,25,8,75.28,40.48,Returning,Online
32785,2025-11-09,South,Thomasborough,12,10,58.4,25.2,Returning,Retail
32786,2024-07-15,South,Lake Jordan,2,6,33.78,20.1,Returning,Retail
32787,2024-09-30,South,Maciasmouth,9,6,16.86,5.94,New,Retail
32788,2024-08-20,South,East Seanchester,4,4,32.64,14.52,Returning,Retail
32789,2024-11-05,North,Taylorshire,20,4,16.44,8.6,Returning,Online
32790,2024-03-03,South,New Stephaniestad,21,7,46.97,26.95,New,Retail
32791,2025-10-09,East,Chelseyport,9,8,22.48,7.92,Returning,Online
32792,2025-11-09,East,East Philipside,9,12,33.72,11.88,Returning,Online
32793,2025-07-08,East,Richardmouth,21,5,33.55,19.25,New,Online
32794,2024-11-14,South,Jacksonport,5,9,31.5,14.76,New,Retail
32795,2025-10-05,South,Juliafurt,14,3,23.1,10.26,New,Online
32796,2024-12-14,South,New Paula,6,6,17.4,10.32,New,Online
32797,2024-07-09,East,North Brittany,10,5,48.8,26.2,Returning,Retail
32798,2025-11-03,South,Ryantown,18,3,14.43,8.28,Returning,Retail
32799,2025-06-26,West,New David,21,3,20.13,11.55,Returning,Online
32800,2024-03-23,West,North Jefferyborough,3,5,18.45,10.9,Returning,Retail
32801,2025-01-15,South,Port Kellymouth,9,8,22.48,7.92,New,Online
32802,2024-11-25,South,Amandaland,10,6,58.56,31.44,New,Retail
32803,2024-07-04,East,Frankburgh,6,6,17.4,10.32,New,Online
32804,2025-03-05,West,North Jill,19,2,11.66,5.7,Returning,Online
32805,2024-04-01,East,Ericview,24,5,24.3,12.25,Returning,Online
32806,2025-01-06,East,South Tyler,18,5,24.05,13.8,Returning,Retail
32807,2025-03-02,North,Andrewsside,25,6,56.46,30.36,Returning,Retail
32808,2025-08-01,West,Marthahaven,12,3,17.52,7.56,Returning,Retail
32809,2025-04-15,South,Samanthahaven,22,6,31.5,16.02,Returning,Retail
32810,2024-01-23,East,Lake Shannon,18,4,19.24,11.04,New,Online
32811,2025-12-21,East,West Carolynville,25,6,56.46,30.36,Returning,Retail
32812,2024-07-02,East,New Douglashaven,10,4,39.04,20.96,Returning,Online
32813,2024-07-21,South,North Erin,6,3,8.7,5.16,New,Online
32814,2025-09-15,East,Port Sandra,19,3,17.49,8.55,New,Retail
32815,2025-11-30,South,North Chelsey,6,9,26.1,15.48,Returning,Retail
32816,2025-09-19,North,West Jennifer,17,5,23.1,13.7,Returning,Retail
32817,2025-03-24,South,Lake Sandra,9,5,14.05,4.95,New,Retail
32818,2024-09-25,South,Mcmillanhaven,7,9,81.9,38.25,Returning,Retail
32819,2024-03-13,North,South Gary,20,4,16.44,8.6,New,Online
32820,2024-04-16,North,West Rebeccaside,12,3,17.52,7.56,Returning,Online
32821,2025-06-04,South,North Derek,8,10,24.4,11.5,New,Online
32822,2025-08-02,East,South Juliemouth,4,7,57.12,25.41,New,Online
32823,2024-07-15,East,North Stevenshire,9,2,5.62,1.98,Returning,Retail
32824,2024-03-19,South,Murphymouth,6,9,26.1,15.48,New,Online
32825,2024-04-02,East,Brandonburgh,18,3,14.43,8.28,Returning,Retail
32826,2024-11-05,East,Port Ernestburgh,12,6,35.04,15.12,New,Online
32827,2025-02-02,West,Carlville,24,4,19.44,9.8,New,Retail
32828,2025-07-14,South,Port Beth,14,5,38.5,17.1,Returning,Online
32829,2025-08-28,East,North Alvin,5,5,17.5,8.2,New,Retail
32830,2025-12-22,South,Shelleyville,4,9,73.44,32.67,Returning,Online
32831,2025-07-04,North,Christinaborough,18,4,19.24,11.04,Returning,Online
32832,2025-04-26,East,Ashleyville,20,5,20.55,10.75,New,Retail
32833,2024-01-01,West,Stephaniefurt,9,3,8.43,2.97,Returning,Online
32834,2025-06-28,North,West Shawnfort,15,9,31.86,14.85,Returning,Online
32835,2025-08-13,East,Parkside,13,2,10.08,3.66,Returning,Online
32836,2024-02-04,North,Lake Rachelfurt,15,3,10.62,4.95,New,Online
32837,2025-10-02,South,Lewismouth,4,6,48.96,21.78,Returning,Retail
32838,2025-01-26,East,Port Heatherland,24,5,24.3,12.25,Returning,Retail
32839,2025-12-01,South,Jasmineton,24,4,19.44,9.8,Returning,Online
32840,2024-01-19,South,West Elizabethtown,19,4,23.32,11.4,New,Online
32841,2024-09-13,South,Zimmermanshire,2,3,16.89,10.05,New,Retail
32842,2024-12-30,West,Hillstad,16,3,6.69,3.75,Returning,Retail
32843,2025-01-09,North,Crystalbury,16,2,4.46,2.5,New,Retail
32844,2024-09-04,North,Perezfort,24,8,38.88,19.6,New,Retail
32845,2025-09-18,South,South Robertstad,4,6,48.96,21.78,New,Online
32846,2025-10-08,South,South Debbie,12,2,11.68,5.04,New,Retail
32847,2025-06-07,North,East Sophia,25,6,56.46,30.36,Returning,Online
32848,2024-11-10,North,Leslietown,23,3,9.51,5.07,New,Retail
32849,2024-12-12,North,Velazquezport,14,9,69.3,30.78,New,Online
32850,2025-08-23,East,Sandraport,12,6,35.04,15.12,Returning,Retail
32851,2025-11-06,West,South Hannahhaven,13,7,35.28,12.81,Returning,Retail
32852,2025-06-18,South,North Williambury,24,2,9.72,4.9,Returning,Retail
32853,2024-04-15,South,New Kellystad,6,5,14.5,8.6,New,Online
32854,2024-01-21,East,Munozberg,1,11,46.86,27.72,Returning,Retail
32855,2024-12-26,West,North Robertside,1,7,29.82,17.64,New,Retail
32856,2024-04-19,East,Coryborough,13,3,15.12,5.49,Returning,Retail
32857,2025-06-02,North,Lake Laurentown,5,7,24.5,11.48,Returning,Retail
32858,2024-12-24,South,East Ryan,25,6,56.46,30.36,New,Online
32859,2024-09-13,North,New Jennifer,14,6,46.2,20.52,New,Retail
32860,2025-03-18,North,North Stephanie,22,2,10.5,5.34,Returning,Retail
32861,2024-09-16,North,Shawville,22,5,26.25,13.35,New,Retail
32862,2025-01-17,South,Lake Stevenfurt,11,5,14.8,5.7,New,Retail
32863,2025-08-24,South,Jonesshire,16,3,6.69,3.75,New,Online
32864,2025-04-22,South,North Michael,19,3,17.49,8.55,New,Online
32865,2024-05-19,South,Floresport,1,8,34.08,20.16,Returning,Online
32866,2025-03-05,South,South Lauraside,24,7,34.02,17.15,Returning,Retail
32867,2024-01-14,West,Marshallville,15,11,38.94,18.15,New,Online
32868,2024-05-01,South,Odomborough,11,4,11.84,4.56,New,Online
32869,2024-12-30,South,East Tracey,12,6,35.04,15.12,Returning,Retail
32870,2024-06-28,West,Thompsonport,14,7,53.9,23.94,New,Online
32871,2024-05-25,West,Cartermouth,12,3,17.52,7.56,Returning,Retail
32872,2024-04-23,South,Port Kennethhaven,5,2,7.0,3.28,Returning,Online
32873,2024-03-09,North,Jasonview,19,5,29.15,14.25,Returning,Retail
32874,2024-12-07,South,Matthewchester,21,6,40.26,23.1,Returning,Retail
32875,2024-08-17,South,Zacharyfort,7,6,54.6,25.5,New,Retail
32876,2024-01-19,East,South Ryan,2,3,16.89,10.05,Returning,Retail
32877,2024-09-05,South,New Dianeland,1,7,29.82,17.64,New,Retail
32878,2024-09-24,West,Lake Carolineview,2,6,33.78,20.1,Returning,Retail
32879,2024-02-03,North,Lake Drewstad,9,7,19.67,6.93,New,Online
32880,2024-03-14,East,Munoztown,17,6,27.72,16.44,New,Retail
32881,2024-08-13,North,Port Keithbury,8,9,21.96,10.35,Returning,Retail
32882,2024-05-23,West,Hamiltonbury,16,3,6.69,3.75,Returning,Retail
32883,2025-06-03,South,Cranemouth,23,7,22.19,11.83,New,Retail
32884,2025-08-21,South,Garciaborough,3,9,33.21,19.62,New,Retail
32885,2025-02-23,West,Ramirezfort,6,5,14.5,8.6,Returning,Online
32886,2025-05-26,South,Scottland,3,6,22.14,13.08,Returning,Online
32887,2025-04-28,West,New Christopherberg,22,10,52.5,26.7,New,Retail
32888,2025-01-21,South,Youngbury,22,5,26.25,13.35,New,Retail
32889,2025-06-20,East,Katherineton,4,4,32.64,14.52,Returning,Online
32890,2024-10-07,South,New Benjamintown,13,3,15.12,5.49,New,Retail
32891,2024-01-23,West,Port Jamesside,7,4,36.4,17.0,Returning,Retail
32892,2024-05-13,South,Aimeemouth,12,4,23.36,10.08,New,Online
32893,2025-10-01,South,New Emmaview,10,4,39.04,20.96,Returning,Online
32894,2024-05-12,South,Port Erik,5,7,24.5,11.48,New,Online
32895,2025-12-11,North,Caseychester,17,10,46.2,27.4,Returning,Retail
32896,2024-07-15,North,Robertobury,9,11,30.91,10.89,Returning,Online
32897,2025-07-10,West,South Jose,20,3,12.33,6.45,New,Online
32898,2024-07-31,South,East Michael,11,8,23.68,9.12,Returning,Retail
32899,2024-05-07,East,Myersfurt,20,3,12.33,6.45,New,Retail
32900,2024-11-09,North,Blankenshipland,6,9,26.1,15.48,New,Online
32901,2024-03-16,North,Hermantown,25,4,37.64,20.24,New,Retail
32902,2025-03-19,West,Port Teresaton,15,7,24.78,11.55,New,Online
32903,2024-12-06,West,Alanmouth,24,6,29.16,14.7,Returning,Retail
32904,2025-03-17,South,Shirleymouth,21,11,73.81,42.35,Returning,Online
32905,2024-01-29,South,Valenzuelaton,19,6,34.98,17.1,Returning,Online
32906,2025-07-01,East,West Kristychester,10,3,29.28,15.72,Returning,Retail
32907,2024-12-26,East,New David,18,7,33.67,19.32,Returning,Retail
32908,2025-03-01,South,Timothyshire,22,2,10.5,5.34,New,Retail
32909,2025-02-27,West,Grossmouth,13,5,25.2,9.15,Returning,Online
32910,2024-11-01,West,Kimberlymouth,2,12,67.56,40.2,New,Online
32911,2024-07-18,West,Youngville,4,3,24.48,10.89,Returning,Retail
32912,2025-11-05,West,Brettbury,22,3,15.75,8.01,New,Online
32913,2024-09-17,West,North Christopherfort,18,7,33.67,19.32,Returning,Retail
32914,2025-07-15,West,Patrickland,10,2,19.52,10.48,Returning,Online
32915,2024-07-12,South,Gonzalezberg,23,2,6.34,3.38,Returning,Online
32916,2024-04-25,East,Port Ginaberg,3,5,18.45,10.9,New,Retail
32917,2025-08-05,South,North David,24,7,34.02,17.15,New,Online
32918,2024-08-01,South,New Kelly,24,10,48.6,24.5,Returning,Online
32919,2024-02-27,North,Jamieberg,17,6,27.72,16.44,Returning,Retail
32920,2024-08-01,East,Stewartville,11,7,20.72,7.98,Returning,Online
32921,2025-07-18,South,Lake Denisemouth,7,3,27.3,12.75,Returning,Retail
32922,2025-05-06,South,Williamschester,17,8,36.96,21.92,Returning,Retail
32923,2025-06-20,East,Corymouth,8,7,17.08,8.05,New,Online
32924,2025-05-01,West,Buchananview,9,14,39.34,13.86,Returning,Retail
32925,2025-10-24,South,Angelaview,5,4,14.0,6.56,Returning,Online
32926,2025-04-11,North,Lake Linda,10,4,39.04,20.96,Returning,Online
32927,2025-06-28,South,Pamelafort,22,7,36.75,18.69,New,Retail
32928,2024-11-18,East,Kaylamouth,5,7,24.5,11.48,Returning,Online
32929,2025-09-27,North,Vasquezview,19,6,34.98,17.1,New,Online
32930,2025-02-16,South,Hallfurt,6,3,8.7,5.16,Returning,Online
32931,2024-09-20,West,New Vickieview,1,9,38.34,22.68,Returning,Online
32932,2024-07-11,West,Port Amanda,24,7,34.02,17.15,New,Online
32933,2025-07-09,North,South Patrick,20,7,28.77,15.05,New,Retail
32934,2025-04-29,South,Kathrynport,24,6,29.16,14.7,Returning,Retail
32935,2025-04-25,South,Valdezmouth,10,2,19.52,10.48,New,Online
32936,2024-05-09,East,Rogersfort,12,4,23.36,10.08,Returning,Retail
32937,2025-08-27,South,North Josephton,23,2,6.34,3.38,Returning,Online
32938,2025-03-12,South,Lake Virginiabury,10,6,58.56,31.44,Returning,Online
32939,2024-01-05,East,Christophertown,11,2,5.92,2.28,Returning,Retail
32940,2025-12-16,North,Andrewshire,24,6,29.16,14.7,Returning,Online
32941,2024-05-16,South,South Courtneyshire,9,3,8.43,2.97,Returning,Online
32942,2024-09-03,North,New Clifford,7,9,81.9,38.25,New,Retail
32943,2025-03-27,North,West Michael,20,2,8.22,4.3,Returning,Online
32944,2024-11-28,South,Lake Kellyside,8,6,14.64,6.9,New,Retail
